Sexe du membre;Nombre de 2rm conduits par le membre;Département d habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
Homme;1;21;60-69 ans;2018;1200;Trail / Supermotard;False
Homme;1;80;60-69 ans;2017;1300;Routière / GT;False
Homme;2;95;30-39 ans;2010;800;Roadster;False
Homme;6;22;60-69 ans;1980;850;Routière / GT;False
Homme;3;63;50-59 ans;2000;900;Roadster;False
Homme;4;13;50-59 ans;2004;650;Roadster;False
Femme;1;33;Moins de 30 ans;1991;600;Sportive;False
Homme;2;33;40-49 ans;1999;600;Roadster;False
Homme;1;6;60-69 ans;2019;500;Roadster;True
Homme;4;63;30-39 ans;2001;600;Sportive;False
Homme;2;31;60-69 ans;2007;1200;Routière / GT;True
Homme;2;32;30-39 ans;2008;1000;Sportive;True
Homme;1;34;60-69 ans;2017;1000;Roadster;False
Femme;2;93;30-39 ans;2009;125;Scooter;False
Homme;4;66;60-69 ans;1999;900;Roadster;False
Homme;2;70;60-69 ans;2008;1100;Roadster;False
Homme;1;75;50-59 ans;2009;1200;Trail / Supermotard;False
Homme;2;38;60-69 ans;2005;250;Tout terrain (Trial,  Enduro, Cross);False
Homme;1;67;50-59 ans;2010;1000;Roadster;False
Homme;1;91;50-59 ans;1996;1100;Roadster;False
Homme;4;6;50-59 ans;1999;1000;Trail / Supermotard;False
Homme;2;26;50-59 ans;2008;700;Routière / GT;False
Homme;1;52;60-69 ans;2006;900;Roadster;False
Homme;4;33;40-49 ans;2004;1000;Routière / GT;True
Homme;2;59;50-59 ans;2017;1200;Roadster;False
Femme;2;4;50-59 ans;2013;650;Roadster;False
Homme;2;11;50-59 ans;2019;1000;Roadster;True
Homme;2;75;50-59 ans;2010;1200;Trail / Supermotard;False
Homme;1;44;50-59 ans;2012;1200;Routière / GT;False
Homme;1;59;30-39 ans;2003;600;Roadster;False
Homme;1;42;60-69 ans;1996;1200;Roadster;False
Homme;1;59;60-69 ans;2011;1800;Routière / GT;False
Homme;1;75;60-69 ans;2012;750;Scooter;False
Homme;3;69;50-59 ans;1995;900;Routière / GT;False
Homme;2;42;60-69 ans;2009;1300;Routière / GT;True
Homme;1;34;50-59 ans;2004;500;Roadster;False
Femme;1;51;50-59 ans;2012;690;Roadster;False
Homme;1;44;30-39 ans;2019;1250;Trail / Supermotard;False
Homme;2;75;50-59 ans;2007;800;Routière / GT;False
Homme;1;92;50-59 ans;2000;850;Roadster;False
Homme;2;80;40-49 ans;2004;1000;Sportive;False
Homme;1;85;50-59 ans;2014;650;Roadster;False
Homme;5;76;60-69 ans;2005;1200;Trail / Supermotard;True
Homme;2;13;60-69 ans;2016;1000;Trail / Supermotard;False
Homme;1;59;60-69 ans;2013;1200;Roadster;False
Femme;2;6;30-39 ans;2019;650;Roadster;False
Homme;1;21;30-39 ans;1997;500;Roadster;False
Homme;1;21;50-59 ans;2011;1050;Routière / GT;False
Homme;1;69;60-69 ans;1999;750;Trail / Supermotard;False
Homme;1;91;50-59 ans;2016;900;Roadster;False
Homme;2;63;40-49 ans;2012;1250;Roadster;False
Homme;1;69;30-39 ans;2001;650;Routière / GT;False
Homme;2;54;50-59 ans;1991;1100;Sportive;True
Homme;1;34;50-59 ans;2011;1000;Roadster;False
Homme;1;89;60-69 ans;2010;1200;Routière / GT;False
Homme;1;49;40-49 ans;1998;125;Trail / Supermotard;False
Homme;1;13;50-59 ans;2008;700;Trail / Supermotard;False
Homme;2;75;30-39 ans;2000;400;Trail / Supermotard;False
Homme;2;35;40-49 ans;2005;650;Roadster;False
Homme;2;81;50-59 ans;2008;1200;Routière / GT;False
Homme;2;95;50-59 ans;2002;1800;Routière / GT;False
Homme;1;97;40-49 ans;2016;750;Scooter;False
Homme;2;17;60-69 ans;2006;1200;Trail / Supermotard;False
Femme;1;54;30-39 ans;1995;500;Roadster;True
Homme;1;30;70 et plus;2012;800;Roadster;False
Homme;1;6;50-59 ans;1999;750;Roadster;False
Homme;3;77;50-59 ans;2009;1200;Routière / GT;False
Homme;1;74;40-49 ans;2004;1200;Trail / Supermotard;False
Homme;1;69;50-59 ans;1999;1000;Trail / Supermotard;False
Homme;2;14;60-69 ans;1996;900;Routière / GT;False
Femme;1;44;50-59 ans;2004;883;Roadster;False
Homme;1;83;40-49 ans;2018;1100;Sportive;False
Homme;1;77;40-49 ans;2008;1200;Roadster;False
Homme;1;74;60-69 ans;2017;1090;Roadster;False
Homme;1;78;40-49 ans;1994;500;Roadster;False
Homme;1;95;60-69 ans;2016;1200;Trail / Supermotard;False
Homme;1;17;60-69 ans;1999;1100;Routière / GT;False
Homme;1;75;Moins de 30 ans;2003;1000;Routière / GT;False
Homme;4;78;60-69 ans;2007;1300;Routière / GT;False
Homme;4;91;50-59 ans;2007;1300;Routière / GT;False
Homme;1;27;50-59 ans;2016;1200;Routière / GT;False
Homme;1;13;50-59 ans;2002;1150;Routière / GT;False
Homme;1;59;50-59 ans;2008;700;Routière / GT;False
Homme;2;68;40-49 ans;1996;750;Trail / Supermotard;False
Homme;1;75;50-59 ans;2008;500;Scooter;False
Homme;1;45;30-39 ans;2002;916;Roadster;False
Homme;1;93;60-69 ans;2016;125;Roadster;False
Homme;1;67;60-69 ans;1994;1000;Routière / GT;False
Homme;1;34;50-59 ans;2016;650;Roadster;False
Homme;1;89;60-69 ans;2017;1400;Roadster;False
Homme;4;73;40-49 ans;2004;800;Roadster;False
Homme;1;27;40-49 ans;2018;1200;Roadster;False
Homme;1;69;60-69 ans;2016;1200;Roadster;False
Homme;3;38;Moins de 30 ans;2013;821;Trail / Supermotard;False
Homme;4;26;60-69 ans;2006;1100;Roadster;False
Homme;3;29;40-49 ans;1995;900;Roadster;False
Homme;1;30;60-69 ans;2010;1200;Trail / Supermotard;False
Homme;1;28;40-49 ans;2017;1100;Roadster;False
Homme;1;44;60-69 ans;2017;1200;Routière / GT;True
Homme;3;44;40-49 ans;2002;1100;Routière / GT;True
Homme;1;60;70 et plus;2015;700;Roadster;False
Homme;3;30;60-69 ans;1989;650;Trail / Supermotard;False
Homme;1;31;50-59 ans;2016;600;Scooter;False
Homme;1;92;50-59 ans;1998;800;Routière / GT;True
Homme;2;31;50-59 ans;2009;650;Sportive;False
Homme;2;36;Moins de 30 ans;2016;1290;Roadster;False
Homme;1;60;60-69 ans;2000;125;Custom;False
Homme;2;33;60-69 ans;2004;1000;Roadster;False
Homme;1;74;30-39 ans;2012;650;Roadster;False
Homme;1;94;40-49 ans;2014;1300;Routière / GT;False
Homme;1;91;50-59 ans;2012;1000;Roadster;False
Homme;5;54;60-69 ans;2018;900;Roadster;False
Homme;6;76;60-69 ans;2009;1200;Routière / GT;False
Homme;2;49;30-39 ans;2009;675;Roadster;False
Homme;2;31;40-49 ans;2016;1200;Routière / GT;False
Homme;1;78;70 et plus;2015;800;Trail / Supermotard;False
Homme;1;31;50-59 ans;2011;990;Trail / Supermotard;True
Homme;1;94;60-69 ans;2013;1200;Routière / GT;False
Homme;4;75;40-49 ans;1974;125;Roadster;False
Homme;1;38;50-59 ans;2006;2300;Custom;False
Femme;1;94;60-69 ans;2014;650;Roadster;False
Homme;1;44;40-49 ans;2017;750;Roadster;False
Homme;1;77;60-69 ans;2011;1000;Roadster;False
Homme;2;30;60-69 ans;2000;600;Roadster;False
Homme;2;59;50-59 ans;2007;900;Roadster;False
Femme;2;30;Moins de 30 ans;2013;800;Roadster;False
Homme;1;91;60-69 ans;2008;125;Trail / Supermotard;False
Homme;1;93;60-69 ans;2015;50;Scooter;False
Homme;1;64;50-59 ans;2004;1300;Routière / GT;False
Homme;1;95;50-59 ans;2007;650;Sportive;False
Homme;2;38;60-69 ans;2007;1200;Roadster;False
Homme;1;67;30-39 ans;1997;800;Custom;False
Femme;4;33;40-49 ans;2003;800;Routière / GT;False
Homme;1;79;70 et plus;1994;1100;Trail / Supermotard;False
Homme;5;78;60-69 ans;2010;1200;Trail / Supermotard;False
Homme;1;25;50-59 ans;1996;750;Trail / Supermotard;False
Homme;1;31;40-49 ans;2017;1000;Roadster;False
Homme;1;37;Moins de 30 ans;2002;600;Roadster;False
Femme;1;57;60-69 ans;2010;800;Roadster;False
Homme;1;34;60-69 ans;2016;900;Roadster;False
Homme;3;35;50-59 ans;2019;750;Routière / GT;False
Homme;1;92;60-69 ans;2018;1745;Roadster;False
Homme;1;22;60-69 ans;2011;1200;Routière / GT;False
Homme;3;79;50-59 ans;2016;1000;Routière / GT;False
Homme;1;56;Moins de 30 ans;2002;1000;Trail / Supermotard;False
Homme;2;69;60-69 ans;2018;1310;Routière / GT;False
Homme;1;95;50-59 ans;2016;1200;Roadster;False
Homme;1;46;60-69 ans;2019;300;Scooter;False
Homme;1;44;50-59 ans;2011;1200;Routière / GT;False
Homme;1;59;40-49 ans;2006;900;Roadster;False
Homme;2;92;40-49 ans;2013;1050;Routière / GT;False
Homme;1;59;50-59 ans;2012;650;Trail / Supermotard;False
Homme;1;78;60-69 ans;1989;650;Trail / Supermotard;False
Homme;2;44;50-59 ans;1980;850;Routière / GT;False
Femme;1;77;40-49 ans;2015;800;Sportive;False
Homme;1;88;50-59 ans;2012;796;Roadster;False
Homme;1;28;60-69 ans;2006;1150;Roadster;False
Homme;1;;Moins de 30 ans;2019;700;Roadster;False
Femme;1;92;30-39 ans;2012;600;Roadster;False
Femme;1;91;50-59 ans;2015;1700;Custom;False
Homme;4;92;60-69 ans;2013;990;Trail / Supermotard;False
Homme;1;92;50-59 ans;2005;1300;Routière / GT;False
Homme;1;30;60-69 ans;1966;125;Routière / GT;False
Homme;3;60;60-69 ans;2009;650;Roadster;False
Homme;1;81;60-69 ans;2019;850;Custom;False
Homme;1;21;50-59 ans;1988;1000;Routière / GT;False
Homme;3;91;30-39 ans;2017;1000;Roadster;False
Homme;2;94;60-69 ans;2009;1600;Custom;False
Homme;3;43;60-69 ans;2001;1000;Routière / GT;False
Homme;5;59;50-59 ans;2009;1000;Trail / Supermotard;False
Homme;1;31;50-59 ans;2012;1200;Routière / GT;False
Homme;1;47;50-59 ans;1988;600;Trail / Supermotard;False
Homme;3;31;60-69 ans;1993;750;Trail / Supermotard;False
Homme;1;13;50-59 ans;1987;1000;Routière / GT;False
Homme;1;78;40-49 ans;2014;1000;Roadster;False
Homme;1;33;50-59 ans;2000;900;Roadster;False
Homme;2;31;60-69 ans;2009;700;Trail / Supermotard;False
Homme;1;83;50-59 ans;2016;1290;Trail / Supermotard;False
Homme;4;75;60-69 ans;1992;600;Trail / Supermotard;False
Homme;2;75;50-59 ans;2007;125;Scooter;False
Homme;1;69;40-49 ans;2017;900;Roadster;False
Homme;1;87;40-49 ans;2018;125;Scooter;False
Homme;4;95;60-69 ans;2008;1100;Roadster;False
Homme;2;86;40-49 ans;1995;1100;Roadster;False
Homme;1;94;60-69 ans;2010;1200;Trail / Supermotard;False
Homme;1;80;50-59 ans;2012;1800;Custom;True
Homme;2;69;50-59 ans;2017;500;Roadster;False
Homme;1;92;50-59 ans;2018;1050;Routière / GT;False
Homme;1;66;60-69 ans;2000;850;Roadster;False
Homme;2;25;40-49 ans;2008;1200;Roadster;False
Homme;1;60;40-49 ans;2016;1200;Routière / GT;True
Homme;1;76;60-69 ans;2016;1000;Roadster;False
Homme;1;34;60-69 ans;2008;1300;Routière / GT;False
Homme;2;91;50-59 ans;1996;500;Scooter;False
Homme;1;34;40-49 ans;2001;1000;Sportive;False
Homme;1;29;60-69 ans;2000;1150;Roadster;False
Homme;3;91;60-69 ans;1999;1100;Routière / GT;False
Femme;2;78;50-59 ans;2012;1050;Routière / GT;False
Homme;1;31;40-49 ans;2019;125;Scooter;False
Homme;1;13;60-69 ans;2009;400;Scooter;False
Homme;2;44;50-59 ans;2007;1300;Routière / GT;False
Homme;1;59;60-69 ans;2003;1000;Sportive;True
Homme;3;62;60-69 ans;1970;50;Roadster;False
Homme;1;34;60-69 ans;2016;1000;Roadster;False
Homme;1;78;30-39 ans;2012;650;Sportive;False
Homme;1;30;50-59 ans;2012;1000;Roadster;False
Homme;3;44;60-69 ans;2001;900;Routière / GT;True
Homme;1;18;50-59 ans;2005;955;Routière / GT;True
Homme;1;75;50-59 ans;2017;750;Trail / Supermotard;False
Homme;2;91;40-49 ans;2006;1000;Sportive;False
Homme;1;84;Moins de 30 ans;2013;500;Roadster;False
Homme;6;60;60-69 ans;1995;1000;Routière / GT;False
Homme;2;84;70 et plus;2013;800;Roadster;False
Homme;1;95;Moins de 30 ans;2013;750;Roadster;False
Homme;2;76;40-49 ans;2018;700;Roadster;False
Homme;1;69;30-39 ans;2012;700;Roadster;False
Homme;1;17;40-49 ans;2017;1400;Roadster;False
Homme;2;13;60-69 ans;2013;1600;Routière / GT;False
Homme;2;33;60-69 ans;2019;125;Scooter;False
Femme;2;9;60-69 ans;1996;750;Roadster;False
Homme;3;49;50-59 ans;1992;250;Roadster;False
Homme;1;26;Moins de 30 ans;2019;1290;Roadster;False
Homme;1;67;50-59 ans;2016;1000;Trail / Supermotard;False
Homme;5;54;Moins de 30 ans;2010;660;Roadster;False
Homme;3;78;50-59 ans;2010;1300;Routière / GT;True
Homme;1;36;40-49 ans;2004;1400;Roadster;False
Femme;4;94;50-59 ans;2004;1100;Routière / GT;False
Homme;2;26;50-59 ans;2005;1200;Custom;False
Homme;4;13;50-59 ans;1999;1200;Roadster;False
Homme;2;18;30-39 ans;2001;1000;Sportive;False
Homme;2;33;50-59 ans;2003;1150;Trail / Supermotard;False
Homme;1;72;50-59 ans;2006;1000;Trail / Supermotard;False
Homme;1;61;40-49 ans;2018;900;Roadster;False
Femme;2;13;50-59 ans;2015;650;Custom;False
Homme;1;69;30-39 ans;2009;650;Roadster;False
Homme;2;95;60-69 ans;2016;1200;Routière / GT;False
Homme;7;71;50-59 ans;2018;1000;Trail / Supermotard;False
Homme;1;76;30-39 ans;2018;1000;Sportive;False
Homme;1;47;50-59 ans;2001;944;Roadster;True
Homme;3;79;50-59 ans;2015;1200;Routière / GT;False
Homme;3;31;60-69 ans;1976;125;Roadster;False
Homme;1;38;50-59 ans;2013;1200;Routière / GT;False
Homme;4;88;40-49 ans;1987;350;Trail / Supermotard;False
Homme;2;38;50-59 ans;2016;1200;Trail / Supermotard;False
Homme;1;77;50-59 ans;2014;800;Routière / GT;False
Homme;1;92;50-59 ans;2017;125;Routière / GT;True
Homme;4;37;30-39 ans;2007;999;Sportive;False
Homme;1;91;70 et plus;2010;900;Roadster;False
Homme;1;13;Moins de 30 ans;2016;650;Roadster;False
Homme;1;31;70 et plus;2018;700;Roadster;False
Homme;2;83;50-59 ans;2007;125;Trail / Supermotard;False
Homme;1;88;50-59 ans;2012;1200;Trail / Supermotard;False
Homme;2;83;60-69 ans;2009;125;Scooter;False
Homme;1;73;50-59 ans;2015;1200;Routière / GT;True
Homme;1;34;50-59 ans;2007;600;Roadster;True
Homme;1;69;50-59 ans;2010;750;Roadster;False
Homme;2;59;60-69 ans;1998;900;Routière / GT;False
Homme;1;92;40-49 ans;2016;1200;Roadster;False
Homme;1;69;40-49 ans;2010;1200;Trail / Supermotard;False
Femme;2;63;40-49 ans;2005;600;Roadster;False
Homme;1;31;30-39 ans;2007;1200;Trail / Supermotard;False
Homme;2;45;40-49 ans;1991;1100;Routière / GT;True
Homme;3;31;50-59 ans;1991;1000;Trail / Supermotard;False
Homme;1;21;50-59 ans;2003;900;Roadster;False
Homme;2;95;30-39 ans;1998;600;Routière / GT;True
Homme;2;38;50-59 ans;2005;650;Roadster;False
Homme;2;7;60-69 ans;2007;1000;Roadster;False
Homme;2;59;60-69 ans;2004;1100;Routière / GT;False
Homme;5;68;50-59 ans;1982;1000;Roadster;False
Homme;2;60;40-49 ans;2011;1200;Routière / GT;False
Homme;2;54;50-59 ans;2001;1100;Roadster;False
Homme;1;21;40-49 ans;2018;1000;Routière / GT;False
Homme;3;75;60-69 ans;2013;990;Trail / Supermotard;False
Homme;1;59;60-69 ans;2002;900;Routière / GT;False
Homme;5;91;50-59 ans;1992;1100;Routière / GT;False
Homme;1;77;70 et plus;1992;750;Routière / GT;False
Homme;3;68;50-59 ans;2002;600;Roadster;False
Homme;3;29;50-59 ans;2000;900;Routière / GT;False
Homme;1;83;50-59 ans;2011;1050;Roadster;True
Homme;1;29;50-59 ans;2004;1200;Trail / Supermotard;False
Homme;1;30;50-59 ans;1994;900;Sportive;False
Homme;1;33;50-59 ans;2013;1300;Routière / GT;False
Homme;2;17;60-69 ans;2013;1200;Trail / Supermotard;False
Homme;1;75;30-39 ans;2002;1150;Trail / Supermotard;False
Homme;1;97;40-49 ans;2009;1000;Routière / GT;False
Homme;1;91;30-39 ans;2017;650;Roadster;False
Homme;1;92;70 et plus;2010;300;Scooter;False
Homme;4;73;60-69 ans;2002;1150;Routière / GT;False
Homme;1;75;Moins de 30 ans;2019;765;Roadster;False
Homme;2;38;50-59 ans;1999;650;Roadster;False
Homme;1;77;50-59 ans;1995;1000;Routière / GT;False
Homme;3;91;60-69 ans;1989;1400;Custom;False
Homme;1;92;40-49 ans;2019;400;Sportive;False
Homme;1;31;60-69 ans;2009;1200;Routière / GT;False
Homme;1;56;40-49 ans;1992;600;Roadster;False
Homme;1;77;50-59 ans;2001;800;Routière / GT;False
Homme;3;69;30-39 ans;2004;650;Trail / Supermotard;False
Homme;1;31;40-49 ans;2017;939;Trail / Supermotard;False
Homme;1;34;60-69 ans;2010;1200;Trail / Supermotard;False
Homme;9;76;60-69 ans;2011;1200;Routière / GT;False
Homme;2;16;70 et plus;2007;125;Custom;False
Homme;1;7;70 et plus;2008;125;Trail / Supermotard;False
Homme;2;45;60-69 ans;1997;600;Trail / Supermotard;False
Homme;1;31;50-59 ans;2001;850;Routière / GT;False
Homme;1;38;50-59 ans;2003;1150;Roadster;False
Femme;2;93;50-59 ans;2006;250;Trail / Supermotard;False
Homme;2;34;50-59 ans;2014;1050;Roadster;False
Homme;2;34;60-69 ans;2016;1200;Routière / GT;False
Homme;1;82;70 et plus;2015;1300;Routière / GT;True
Homme;5;77;60-69 ans;1989;1000;Routière / GT;False
Homme;2;95;50-59 ans;2015;1400;Routière / GT;False
Homme;1;81;40-49 ans;2006;1200;Routière / GT;True
Homme;1;57;60-69 ans;2018;700;Roadster;False
Homme;1;75;30-39 ans;2018;765;Roadster;False
Homme;2;20;60-69 ans;2016;1400;Routière / GT;False
Homme;4;95;60-69 ans;2013;1300;Routière / GT;False
Homme;2;41;60-69 ans;1990;800;Routière / GT;False
Homme;1;69;40-49 ans;2009;1584;Custom;False
Homme;1;54;30-39 ans;2017;650;Sportive;True
Homme;1;38;50-59 ans;2012;1200;Trail / Supermotard;False
Femme;1;86;50-59 ans;2002;600;Roadster;False
Homme;2;63;50-59 ans;1990;1000;Routière / GT;False
Homme;1;94;50-59 ans;2017;850;Roadster;False
Homme;2;91;40-49 ans;2019;900;Roadster;True
Homme;1;57;30-39 ans;2014;1300;Roadster;False
Homme;3;69;50-59 ans;2000;750;Sportive;True
Femme;4;93;50-59 ans;2008;400;Scooter;False
Homme;2;56;Moins de 30 ans;1995;535;Custom;False
Homme;2;63;60-69 ans;1991;1100;Routière / GT;False
Homme;1;30;60-69 ans;2015;1200;Trail / Supermotard;False
Homme;2;29;50-59 ans;2013;1100;Roadster;False
Homme;1;13;50-59 ans;2013;1200;Roadster;False
Homme;1;10;40-49 ans;2008;1000;Roadster;False
Homme;2;8;50-59 ans;2014;950;Custom;False
Homme;1;13;50-59 ans;2018;1000;Roadster;False
Femme;2;95;Moins de 30 ans;2005;650;Roadster;True
Femme;1;6;50-59 ans;2012;800;Roadster;False
Homme;4;93;40-49 ans;1991;1200;Custom;False
Homme;1;38;60-69 ans;2003;1100;Routière / GT;False
Homme;1;77;50-59 ans;2016;1000;Roadster;False
Femme;3;54;50-59 ans;2008;1000;Roadster;False
Homme;1;31;50-59 ans;2011;1300;Routière / GT;False
Homme;1;85;60-69 ans;2016;1200;Routière / GT;False
Homme;1;38;40-49 ans;2010;1200;Routière / GT;False
Homme;1;62;50-59 ans;2011;1100;Custom;False
Homme;2;94;40-49 ans;2003;1000;Scooter;False
Homme;2;5;40-49 ans;2018;765;Roadster;False
Homme;1;95;60-69 ans;2006;1050;Routière / GT;False
Homme;1;93;50-59 ans;2016;530;Scooter;False
Homme;2;13;40-49 ans;2018;800;Trail / Supermotard;False
Homme;3;50;50-59 ans;1981;125;Roadster;False
Homme;1;17;40-49 ans;2016;1300;Routière / GT;False
Homme;1;31;30-39 ans;2017;1200;Roadster;True
Homme;3;35;60-69 ans;1995;900;Routière / GT;False
Femme;1;38;40-49 ans;2018;950;Roadster;False
Femme;1;2;50-59 ans;2008;900;Trail / Supermotard;False
Homme;1;44;60-69 ans;2012;700;Roadster;False
Homme;5;33;50-59 ans;2014;1200;Roadster;False
Homme;4;38;50-59 ans;2006;990;Trail / Supermotard;False
Homme;2;84;50-59 ans;2005;1200;Routière / GT;False
Homme;1;76;50-59 ans;2019;1200;Routière / GT;False
Homme;4;45;40-49 ans;2002;998;Sportive;False
Homme;1;92;Moins de 30 ans;2004;750;Sportive;False
Homme;1;6;30-39 ans;1999;750;Roadster;False
Homme;1;77;40-49 ans;2013;1200;Routière / GT;True
Homme;2;32;50-59 ans;2007;1200;Routière / GT;True
Homme;8;31;50-59 ans;1988;750;Routière / GT;True
Homme;1;19;50-59 ans;2002;300;Tout terrain (Trial,  Enduro, Cross);True
Homme;1;40;60-69 ans;2014;1000;Roadster;True
Homme;3;28;60-69 ans;2006;1200;Routière / GT;False
Femme;1;27;40-49 ans;2002;1100;Routière / GT;False
Homme;1;8;40-49 ans;2014;1690;Custom;False
Homme;3;7;40-49 ans;2007;250;Trail / Supermotard;True
Homme;3;83;70 et plus;2018;1200;Routière / GT;False
Homme;1;31;50-59 ans;2019;850;Routière / GT;False
Homme;1;33;50-59 ans;1991;1000;Routière / GT;False
Homme;3;77;50-59 ans;2010;1200;Roadster;False
Homme;1;32;50-59 ans;2007;1300;Routière / GT;False
Homme;1;33;60-69 ans;2007;1200;Routière / GT;False
Homme;4;6;50-59 ans;2018;650;Roadster;True
Homme;2;59;50-59 ans;1998;500;Routière / GT;False
Homme;1;81;40-49 ans;2006;1200;Routière / GT;False
Homme;2;88;50-59 ans;2013;1050;Roadster;False
Homme;1;92;40-49 ans;1998;125;Custom;False
Homme;1;94;30-39 ans;2018;400;Roadster;False
Homme;2;1;60-69 ans;2003;944;Routière / GT;True
Homme;1;39;60-69 ans;1987;1000;Routière / GT;False
Homme;1;78;50-59 ans;2013;1200;Trail / Supermotard;False
Homme;3;91;50-59 ans;2019;1250;Routière / GT;False
Homme;2;35;60-69 ans;2012;800;Roadster;True
Homme;3;91;40-49 ans;2010;1250;Custom;False
Homme;1;4;60-69 ans;2017;1800;Custom;False
Homme;1;67;50-59 ans;2013;1250;Roadster;False
Homme;1;69;60-69 ans;2015;900;Roadster;True
Homme;2;25;Moins de 30 ans;1997;500;Routière / GT;False
Homme;1;28;70 et plus;1978;1100;Roadster;False
Homme;4;49;50-59 ans;1985;1000;Routière / GT;False
Homme;2;92;50-59 ans;1998;1100;Roadster;True
Homme;1;83;60-69 ans;2018;900;Roadster;False
Homme;5;88;60-69 ans;2008;1000;Trail / Supermotard;False
Homme;1;69;30-39 ans;2019;765;Roadster;False
Homme;1;42;50-59 ans;2014;1200;Routière / GT;False
Homme;3;39;50-59 ans;2019;1000;Sportive;False
Homme;1;30;40-49 ans;2015;300;Roadster;False
Homme;1;45;70 et plus;1999;125;Scooter;True
Homme;2;34;30-39 ans;2006;500;Trail / Supermotard;False
Femme;1;35;Moins de 30 ans;2016;500;Roadster;False
Homme;1;76;40-49 ans;2017;500;Routière / GT;False
Homme;1;28;50-59 ans;2007;1200;Trail / Supermotard;False
Homme;1;24;60-69 ans;2018;1290;Trail / Supermotard;True
Femme;4;69;40-49 ans;2000;600;Roadster;False
Homme;4;26;40-49 ans;1988;500;Routière / GT;False
Homme;2;34;50-59 ans;2010;1200;Trail / Supermotard;True
Homme;4;38;50-59 ans;1989;250;Routière / GT;False
Homme;1;70;50-59 ans;2010;600;Roadster;True
Femme;1;75;30-39 ans;2019;1000;Roadster;False
Homme;2;13;70 et plus;2000;800;Custom;False
Homme;2;31;40-49 ans;2006;1300;Routière / GT;False
Homme;1;34;60-69 ans;2012;700;Roadster;False
Femme;1;94;30-39 ans;2016;300;Scooter;True
Homme;2;22;Moins de 30 ans;2019;320;Sportive;True
Femme;1;92;50-59 ans;2019;900;Roadster;False
Homme;1;86;50-59 ans;2003;900;Roadster;False
Homme;1;68;50-59 ans;2012;1200;Trail / Supermotard;False
Homme;1;30;40-49 ans;1997;750;Sportive;False
Homme;2;35;50-59 ans;2002;1300;Roadster;False
Homme;1;64;Moins de 30 ans;2009;1000;Roadster;False
Homme;1;13;70 et plus;2019;900;Routière / GT;False
Homme;1;51;60-69 ans;2005;1200;Routière / GT;False
Homme;1;69;30-39 ans;2003;500;Roadster;False
Homme;1;64;30-39 ans;2019;750;Roadster;False
Homme;1;88;60-69 ans;1994;900;Routière / GT;False
Homme;3;13;40-49 ans;2000;1000;Sportive;False
Homme;3;91;30-39 ans;2019;1000;Roadster;False
Homme;1;59;40-49 ans;2001;125;Trail / Supermotard;False
Homme;3;21;40-49 ans;2004;1000;Sportive;False
Homme;3;34;60-69 ans;2008;1100;Custom;True
Homme;2;77;40-49 ans;2013;800;Roadster;False
Homme;4;33;50-59 ans;2010;900;Roadster;False
Homme;3;92;40-49 ans;2001;600;Sportive;False
Homme;1;78;40-49 ans;2016;1200;Routière / GT;True
Homme;3;51;Moins de 30 ans;2003;600;Sportive;False
Homme;2;69;60-69 ans;2006;500;Scooter;True
Homme;1;26;30-39 ans;2008;650;Roadster;False
Homme;2;92;60-69 ans;2011;1584;Custom;True
Homme;1;87;40-49 ans;2001;1000;Roadster;False
Homme;2;69;30-39 ans;2013;1200;Roadster;True
Homme;1;93;40-49 ans;2013;1200;Routière / GT;False
Homme;1;74;50-59 ans;2006;125;Trail / Supermotard;False
Homme;1;80;40-49 ans;2012;650;Trail / Supermotard;False
Homme;1;77;70 et plus;2009;400;Scooter;False
Homme;1;27;40-49 ans;2014;1000;Roadster;True
Homme;1;80;40-49 ans;2014;1300;Routière / GT;False
Homme;1;87;60-69 ans;2018;800;Roadster;True
Homme;4;30;50-59 ans;2003;850;Roadster;False
Homme;4;83;50-59 ans;2008;1200;Roadster;False
Homme;1;44;30-39 ans;2007;1000;Routière / GT;True
Homme;1;69;40-49 ans;1994;500;Trail / Supermotard;False
Homme;1;66;40-49 ans;2007;1000;Roadster;False
