Sexe du membre;Nombre de 2rm conduits par le membre;Département d habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
Homme;1;33;30-39 ans;2002;1400;Roadster;False
Homme;1;6;60-69 ans;2018;800;Roadster;False
Homme;1;67;50-59 ans;2019;1200;Roadster;False
Homme;2;33;50-59 ans;2003;1200;Custom;False
Homme;1;25;40-49 ans;2009;1300;Sportive;True
Homme;1;92;30-39 ans;2011;950;Routière / GT;False
Femme;1;25;50-59 ans;2015;1000;Custom;True
Homme;3;42;60-69 ans;2006;955;Routière / GT;False
Homme;2;77;40-49 ans;2016;1000;Roadster;False
Homme;1;31;50-59 ans;1997;900;Routière / GT;False
Homme;1;6;50-59 ans;2012;800;Roadster;True
Homme;2;27;50-59 ans;2018;800;Trail / Supermotard;False
Homme;2;56;40-49 ans;2013;1000;Routière / GT;False
Homme;1;22;30-39 ans;2004;1150;Routière / GT;True
Homme;1;67;50-59 ans;2007;1200;Routière / GT;False
Homme;3;33;60-69 ans;1992;850;Sportive;False
Homme;1;31;50-59 ans;2003;1100;Roadster;False
Femme;3;33;40-49 ans;2006;1000;Routière / GT;False
Homme;14;91;40-49 ans;2005;1200;Roadster;False
Homme;1;75;60-69 ans;2014;1200;Custom;False
Homme;1;21;50-59 ans;2018;700;Trail / Supermotard;False
Homme;3;91;50-59 ans;2008;1000;Roadster;False
Homme;1;69;50-59 ans;1994;1300;Sportive;True
Homme;1;71;50-59 ans;2018;600;Tout terrain (Trial,  Enduro, Cross);False
Homme;3;25;40-49 ans;2015;1000;Routière / GT;True
Homme;1;31;50-59 ans;2018;650;Roadster;False
Homme;1;2;60-69 ans;1998;1100;Trail / Supermotard;False
Homme;2;7;50-59 ans;2015;650;Roadster;False
Homme;1;33;50-59 ans;2013;500;Scooter;False
Homme;2;25;50-59 ans;2001;650;Routière / GT;False
Homme;4;87;50-59 ans;2016;650;Scooter;False
Femme;1;59;60-69 ans;2007;800;Routière / GT;False
Homme;3;41;60-69 ans;2017;1200;Roadster;False
Homme;2;73;50-59 ans;2004;1300;Routière / GT;False
Homme;1;59;40-49 ans;2016;1600;Trail / Supermotard;False
Homme;1;94;60-69 ans;2016;883;Trail / Supermotard;False
Homme;3;38;60-69 ans;2015;1100;Routière / GT;False
Homme;2;91;50-59 ans;2013;750;Roadster;False
Homme;3;59;50-59 ans;2010;400;Roadster;False
Homme;1;33;50-59 ans;2016;1200;Trail / Supermotard;False
Homme;1;77;60-69 ans;2019;800;Trail / Supermotard;False
Homme;1;61;50-59 ans;2013;1200;Roadster;False
Homme;1;44;40-49 ans;2016;900;Routière / GT;False
Homme;2;88;30-39 ans;2016;1000;Roadster;False
Homme;1;38;30-39 ans;2012;900;Custom;False
Homme;2;31;60-69 ans;2013;800;Scooter;False
Homme;1;42;40-49 ans;2007;1200;Trail / Supermotard;False
Homme;1;34;50-59 ans;2002;1400;Routière / GT;False
Homme;1;59;30-39 ans;2012;650;Sportive;False
Homme;2;33;60-69 ans;2012;750;Roadster;False
Homme;2;25;50-59 ans;2011;900;Routière / GT;False
Homme;2;75;50-59 ans;2011;1200;Roadster;False
Femme;1;59;60-69 ans;2004;1200;Routière / GT;False
Homme;8;91;70 et plus;1991;1000;Routière / GT;False
Homme;1;69;40-49 ans;2013;700;Roadster;False
Homme;1;44;50-59 ans;1994;1000;Custom;True
Homme;1;92;70 et plus;2013;750;Routière / GT;False
Homme;1;1;60-69 ans;2005;500;Routière / GT;False
Homme;2;33;60-69 ans;2017;125;Trail / Supermotard;False
Homme;2;95;30-39 ans;1994;125;Trail / Supermotard;False
Homme;2;92;50-59 ans;2015;1200;Routière / GT;False
Homme;4;6;60-69 ans;2012;1400;Roadster;False
Homme;2;38;60-69 ans;2000;1200;Trail / Supermotard;False
Homme;6;33;30-39 ans;2010;1000;Routière / GT;True
Homme;1;10;50-59 ans;2018;850;Trail / Supermotard;False
Homme;2;94;40-49 ans;1998;750;Routière / GT;False
Femme;1;6;50-59 ans;2015;800;Routière / GT;False
Homme;2;3;40-49 ans;2015;650;Roadster;False
Homme;1;44;40-49 ans;2006;1000;Roadster;False
Homme;6;91;50-59 ans;1999;950;Routière / GT;False
Homme;2;38;30-39 ans;2006;1200;Custom;False
Homme;3;91;70 et plus;2019;1730;Scooter;True
Homme;1;85;50-59 ans;2018;850;Scooter;False
Homme;1;95;50-59 ans;1995;750;Roadster;False
Homme;1;35;Moins de 30 ans;2013;1100;Custom;False
Homme;2;4;50-59 ans;2012;500;Roadster;False
Homme;2;68;60-69 ans;2016;700;Roadster;False
Homme;1;44;60-69 ans;2007;1200;Roadster;True
Homme;1;97;60-69 ans;1993;1200;Trail / Supermotard;False
Homme;1;79;50-59 ans;2013;1200;Scooter;False
Homme;1;33;50-59 ans;2014;750;Roadster;False
Homme;2;34;60-69 ans;2004;1200;Scooter;False
Homme;1;35;50-59 ans;2002;900;Roadster;False
Homme;2;74;50-59 ans;2018;1100;Roadster;False
Homme;2;17;50-59 ans;2012;700;Roadster;False
Homme;1;33;30-39 ans;1991;850;Routière / GT;False
Homme;1;4;50-59 ans;2015;1150;Trail / Supermotard;False
Homme;4;78;60-69 ans;2019;1300;Roadster;False
Homme;1;14;50-59 ans;2016;650;Trail / Supermotard;False
Homme;1;77;40-49 ans;2013;1200;Roadster;False
Homme;2;92;50-59 ans;2008;650;Roadster;True
Homme;1;38;50-59 ans;2014;700;Sportive;False
Homme;1;79;40-49 ans;2007;1000;Roadster;False
Homme;4;33;60-69 ans;2013;1200;Roadster;False
Homme;3;60;50-59 ans;2016;800;Roadster;False
Homme;2;84;30-39 ans;2013;1400;Roadster;False
Homme;1;38;50-59 ans;2011;1200;Trail / Supermotard;False
Homme;1;17;50-59 ans;2011;1200;Routière / GT;False
Homme;1;73;70 et plus;2010;500;Routière / GT;True
Homme;1;85;60-69 ans;1994;1200;Trail / Supermotard;False
Homme;3;6;60-69 ans;2008;300;Custom;False
Homme;1;94;30-39 ans;2015;1000;Scooter;False
Homme;1;25;60-69 ans;2014;1300;Trail / Supermotard;False
Homme;1;37;60-69 ans;2018;650;Roadster;False
Homme;1;6;30-39 ans;2006;700;Roadster;False
Homme;1;37;40-49 ans;2009;1500;Roadster;False
Homme;10;33;40-49 ans;2007;800;Trail / Supermotard;False
Homme;1;79;30-39 ans;2007;2300;Trail / Supermotard;True
Homme;2;5;50-59 ans;2010;600;Roadster;False
Femme;4;33;60-69 ans;1998;1100;Roadster;False
Homme;2;95;60-69 ans;2010;750;Roadster;False
Homme;2;30;40-49 ans;2005;1300;Routière / GT;False
Homme;3;71;60-69 ans;2014;1200;Roadster;True
Homme;2;64;50-59 ans;2018;900;Routière / GT;False
Homme;4;78;60-69 ans;1997;1000;Roadster;False
Homme;2;29;40-49 ans;2015;850;Roadster;False
Homme;1;76;60-69 ans;2001;700;Trail / Supermotard;True
Homme;2;77;Moins de 30 ans;1995;1200;Trail / Supermotard;True
Homme;1;27;50-59 ans;1971;1100;Sportive;False
Homme;1;30;50-59 ans;2016;1200;Scooter;False
Homme;3;68;60-69 ans;2017;800;Scooter;False
Homme;4;21;30-39 ans;2008;1300;Roadster;False
Homme;3;29;Moins de 30 ans;2005;1300;Routière / GT;False
Homme;3;72;50-59 ans;2006;125;Routière / GT;False
Homme;4;92;50-59 ans;2008;1000;Scooter;False
Homme;1;28;30-39 ans;2000;800;Routière / GT;False
Femme;3;6;30-39 ans;2012;800;Roadster;False
Homme;2;75;60-69 ans;2014;1200;Routière / GT;False
Homme;1;29;60-69 ans;2010;1000;Trail / Supermotard;False
Homme;1;38;50-59 ans;2012;650;Routière / GT;False
Homme;2;57;60-69 ans;2010;1150;Roadster;False
Homme;3;31;60-69 ans;2011;750;Roadster;False
Homme;1;95;50-59 ans;2007;1200;Roadster;False
Homme;0;75;40-49 ans;2015;1050;Routière / GT;True
Homme;1;94;50-59 ans;2018;535;Routière / GT;True
Homme;1;6;40-49 ans;2016;850;Trail / Supermotard;False
Homme;1;75;40-49 ans;2016;650;Sportive;False
Homme;1;6;50-59 ans;2013;1800;Routière / GT;True
Homme;1;60;50-59 ans;1991;1200;Trail / Supermotard;False
Homme;2;5;60-69 ans;2010;650;Custom;False
Homme;1;6;30-39 ans;2005;1000;Roadster;False
Homme;2;31;50-59 ans;1999;800;Trail / Supermotard;False
Homme;1;92;40-49 ans;2008;650;Custom;False
Homme;2;94;50-59 ans;2019;1000;Routière / GT;True
Homme;2;92;60-69 ans;1962;600;Routière / GT;False
Femme;1;30;50-59 ans;2002;1100;Trail / Supermotard;False
Homme;2;38;50-59 ans;2008;1200;Sportive;False
Homme;2;33;50-59 ans;2009;650;Roadster;False
Femme;1;75;50-59 ans;2011;1250;Roadster;False
Femme;1;45;40-49 ans;2011;1200;Roadster;False
Homme;1;42;Moins de 30 ans;2003;675;Roadster;False
Homme;1;59;30-39 ans;2018;800;Trail / Supermotard;False
Homme;2;69;40-49 ans;2007;800;Routière / GT;False
Homme;1;33;40-49 ans;2011;125;Roadster;False
Homme;2;6;40-49 ans;2008;1200;Sportive;False
Homme;1;60;50-59 ans;2013;850;Routière / GT;False
Homme;1;76;60-69 ans;1997;1200;Trail / Supermotard;False
Homme;2;92;50-59 ans;2019;1200;Roadster;False
Homme;2;57;60-69 ans;2019;1250;Routière / GT;True
Homme;2;74;40-49 ans;1987;800;Routière / GT;False
Homme;1;33;50-59 ans;2008;650;Roadster;False
Homme;1;44;60-69 ans;1962;650;Routière / GT;False
Homme;1;21;40-49 ans;1995;500;Routière / GT;False
Homme;1;38;70 et plus;2009;1200;Roadster;True
Homme;1;59;30-39 ans;2010;650;Roadster;False
Femme;2;97;70 et plus;2014;800;Roadster;True
Homme;1;73;50-59 ans;2013;750;Scooter;False
Homme;1;92;60-69 ans;2001;1200;Roadster;False
Homme;2;78;60-69 ans;1971;600;Trail / Supermotard;False
Homme;4;91;50-59 ans;2019;1000;Roadster;False
Homme;1;93;40-49 ans;2011;700;Roadster;False
Femme;4;79;50-59 ans;2012;1190;Roadster;False
Homme;4;59;Moins de 30 ans;2006;1800;Routière / GT;False
Homme;5;1;40-49 ans;2012;1200;Routière / GT;False
Homme;2;33;60-69 ans;2014;1200;Routière / GT;True
Homme;1;89;50-59 ans;2012;1150;Roadster;False
Homme;1;47;50-59 ans;1989;675;Sportive;False
Femme;3;69;40-49 ans;2015;1200;Roadster;True
Homme;1;25;40-49 ans;1995;1300;Routière / GT;False
Homme;1;30;40-49 ans;2009;750;Routière / GT;False
Homme;1;69;70 et plus;2019;750;Routière / GT;False
Homme;1;59;30-39 ans;2005;1000;Roadster;True
Homme;1;75;40-49 ans;2010;900;Routière / GT;False
Femme;2;40;60-69 ans;2017;650;Scooter;False
Homme;1;31;Moins de 30 ans;2008;1200;Trail / Supermotard;False
Homme;1;34;30-39 ans;2012;1300;Sportive;False
Femme;1;76;50-59 ans;2009;1000;Roadster;False
Homme;1;22;70 et plus;1994;1000;Routière / GT;False
Homme;3;7;40-49 ans;2017;1200;Roadster;False
Homme;1;61;30-39 ans;2010;350;Trail / Supermotard;False
Homme;2;26;50-59 ans;2019;125;Roadster;False
Femme;2;7;50-59 ans;2007;1150;Routière / GT;False
Homme;1;92;60-69 ans;2004;750;Routière / GT;False
Homme;1;77;60-69 ans;2003;650;Trail / Supermotard;False
Homme;1;77;40-49 ans;2018;700;Roadster;False
Homme;1;17;50-59 ans;1991;1200;Routière / GT;True
Homme;2;66;60-69 ans;2018;300;Roadster;False
Homme;3;59;50-59 ans;2016;1200;Roadster;False
Homme;2;25;50-59 ans;2010;1100;Trail / Supermotard;False
Homme;2;86;40-49 ans;1994;900;Scooter;False
Homme;2;75;30-39 ans;2008;1150;Roadster;False
Homme;2;60;60-69 ans;2003;1200;Roadster;False
Homme;1;49;40-49 ans;2014;1000;Routière / GT;False
Femme;1;6;60-69 ans;2010;500;Sportive;False
Homme;1;79;50-59 ans;2010;1200;Roadster;False
Homme;1;15;30-39 ans;2015;850;Roadster;False
Homme;4;95;40-49 ans;2016;1200;Routière / GT;False
Homme;1;26;60-69 ans;2013;1200;Sportive;True
Homme;1;91;50-59 ans;1997;650;Routière / GT;False
Homme;2;46;60-69 ans;2010;1100;Roadster;False
Femme;1;72;50-59 ans;2007;300;Routière / GT;False
Homme;1;37;50-59 ans;2012;1000;Roadster;False
Homme;2;21;50-59 ans;1998;1100;Trail / Supermotard;False
Homme;1;56;60-69 ans;1997;1050;Routière / GT;False
Homme;2;44;40-49 ans;2012;600;Roadster;False
Femme;3;68;60-69 ans;2015;600;Roadster;False
Femme;1;46;40-49 ans;2015;1000;Scooter;False
Homme;4;25;40-49 ans;2009;1200;Sportive;False
Femme;8;38;40-49 ans;2011;1000;Trail / Supermotard;False
Homme;4;33;40-49 ans;2012;750;Roadster;False
Homme;1;27;60-69 ans;2005;900;Scooter;False
Homme;1;71;60-69 ans;1979;650;Trail / Supermotard;False
Homme;1;51;60-69 ans;2010;1400;Routière / GT;True
Homme;2;59;60-69 ans;2010;850;Roadster;True
Homme;2;31;40-49 ans;2011;1100;Sportive;True
Homme;2;44;70 et plus;2003;500;Roadster;False
Homme;1;67;50-59 ans;2017;1000;Routière / GT;False
Homme;1;93;30-39 ans;2012;1200;Routière / GT;False
Homme;1;92;50-59 ans;2014;1000;Roadster;False
Homme;1;38;60-69 ans;2010;1200;Routière / GT;False
Homme;1;78;40-49 ans;2012;1000;Routière / GT;False
Homme;2;91;60-69 ans;2006;1200;Routière / GT;False
Homme;3;31;40-49 ans;2011;1000;Routière / GT;False
Homme;4;94;50-59 ans;2019;1000;Roadster;False
Homme;2;67;30-39 ans;1971;900;Trail / Supermotard;True
Femme;4;62;40-49 ans;2016;1200;Quad;False
Homme;3;42;50-59 ans;1993;1800;Roadster;False
Homme;1;28;60-69 ans;2015;1300;Roadster;True
Homme;2;13;40-49 ans;2010;1199;Roadster;False
Homme;2;76;30-39 ans;2011;1400;Roadster;False
Homme;1;33;50-59 ans;2009;1200;Routière / GT;False
Homme;1;94;60-69 ans;2012;1200;Trail / Supermotard;False
Homme;1;59;30-39 ans;2008;500;Roadster;False
Homme;2;93;40-49 ans;2017;800;Routière / GT;False
Homme;4;97;60-69 ans;2014;1200;Side-car / Trike;True
Homme;3;45;50-59 ans;2017;1200;Routière / GT;False
Homme;1;39;50-59 ans;2000;600;Routière / GT;False
Homme;1;33;40-49 ans;2009;800;Routière / GT;False
Homme;2;33;30-39 ans;1992;1000;Roadster;True
Homme;1;38;Moins de 30 ans;2019;800;Roadster;False
Homme;1;75;60-69 ans;1996;125;Sportive;False
Homme;1;13;60-69 ans;1991;1400;Roadster;False
Femme;2;6;50-59 ans;1996;1200;Trail / Supermotard;False
Homme;1;92;50-59 ans;2000;1200;Routière / GT;False
Homme;1;78;50-59 ans;2000;1000;Routière / GT;False
Homme;1;78;60-69 ans;2013;750;Roadster;False
Homme;1;38;Moins de 30 ans;2014;500;Routière / GT;False
Homme;5;75;60-69 ans;2005;1200;Sportive;False
Homme;3;38;40-49 ans;1998;900;Routière / GT;False
Homme;1;91;60-69 ans;2007;1800;Scooter;False
Homme;1;60;30-39 ans;2004;1200;Roadster;False
Homme;1;38;50-59 ans;2004;1250;Roadster;False
Homme;1;13;30-39 ans;2008;1200;Roadster;False
Femme;1;50;60-69 ans;2019;999;Trail / Supermotard;False
Homme;9;28;30-39 ans;2013;1200;Routière / GT;False
Homme;1;67;30-39 ans;2009;800;Trail / Supermotard;False
Homme;2;32;Moins de 30 ans;2016;1200;Roadster;False
Homme;1;54;40-49 ans;1987;900;Roadster;False
Homme;1;91;60-69 ans;2013;955;Routière / GT;False
Homme;1;21;40-49 ans;2018;400;Routière / GT;False
Homme;1;60;50-59 ans;2017;1300;Routière / GT;False
Femme;1;34;50-59 ans;2014;500;Routière / GT;False
Homme;1;95;50-59 ans;2015;125;Routière / GT;True
Homme;1;74;50-59 ans;2010;675;Roadster;False
Femme;2;33;40-49 ans;2000;1200;Routière / GT;False
Homme;1;79;60-69 ans;2010;800;Sportive;False
Homme;1;64;60-69 ans;1991;750;Roadster;False
Homme;2;69;60-69 ans;1998;1000;Roadster;False
Homme;2;30;40-49 ans;1996;500;Roadster;False
Homme;1;91;50-59 ans;2016;700;Roadster;True
Homme;1;33;60-69 ans;2007;850;Custom;False
Homme;1;77;30-39 ans;2010;1300;Roadster;False
Homme;1;31;60-69 ans;2000;650;Scooter;False
Homme;1;75;30-39 ans;2016;883;Routière / GT;False
Homme;1;10;30-39 ans;2011;125;Trail / Supermotard;False
Homme;1;91;50-59 ans;2008;1400;Roadster;False
Homme;1;95;30-39 ans;2014;1200;Roadster;True
Homme;1;46;50-59 ans;2003;944;Routière / GT;False
Homme;1;59;50-59 ans;2009;650;Roadster;False
Homme;1;74;40-49 ans;1990;1200;Trail / Supermotard;False
Homme;1;31;40-49 ans;1998;800;Sportive;False
Homme;1;25;30-39 ans;2016;1200;Scooter;False
Homme;2;19;40-49 ans;2008;650;Sportive;False
Homme;2;83;30-39 ans;2002;1000;Routière / GT;False
Homme;4;40;50-59 ans;2009;650;Trail / Supermotard;False
Homme;1;1;50-59 ans;2001;650;Routière / GT;False
Homme;1;91;40-49 ans;2007;650;Custom;False
Homme;1;17;30-39 ans;2013;900;Custom;False
Femme;1;13;50-59 ans;2004;900;Roadster;False
Homme;1;79;30-39 ans;2018;1200;Roadster;False
Homme;2;62;60-69 ans;1995;900;Scooter;False
Homme;1;76;50-59 ans;2016;1200;Routière / GT;False
Homme;2;33;30-39 ans;2009;1200;Trail / Supermotard;False
Homme;3;39;40-49 ans;1996;750;Roadster;False
Homme;1;40;50-59 ans;2014;1200;Routière / GT;False
Homme;1;52;50-59 ans;2005;800;Routière / GT;False
Homme;4;42;60-69 ans;2008;1200;Routière / GT;False
Homme;1;6;40-49 ans;1998;1300;Routière / GT;False
Homme;1;78;50-59 ans;2009;1300;Roadster;False
Homme;2;33;70 et plus;2006;1000;Routière / GT;False
Homme;1;34;30-39 ans;2017;1200;Routière / GT;False
Homme;2;40;50-59 ans;2008;650;Routière / GT;False
Homme;1;78;30-39 ans;2005;500;Roadster;False
Homme;3;69;30-39 ans;2012;1200;Roadster;False
Homme;1;68;60-69 ans;2012;650;Roadster;False
Homme;1;21;40-49 ans;2008;900;Trail / Supermotard;False
Homme;1;13;40-49 ans;2002;700;Roadster;True
Homme;2;35;60-69 ans;2011;500;Routière / GT;False
Homme;5;71;50-59 ans;1988;700;Trail / Supermotard;True
Homme;1;94;40-49 ans;2018;1000;Routière / GT;False
Homme;1;52;50-59 ans;2018;955;Trail / Supermotard;True
Homme;1;44;50-59 ans;2002;1100;Routière / GT;False
Homme;1;78;50-59 ans;2008;800;Trail / Supermotard;False
Homme;3;91;30-39 ans;2013;800;Trail / Supermotard;False
Homme;1;13;50-59 ans;2019;1200;Routière / GT;True
Homme;1;26;30-39 ans;2012;1300;Routière / GT;False
Homme;1;92;30-39 ans;1966;400;Routière / GT;False
Homme;2;93;50-59 ans;1999;500;Sportive;True
Homme;1;31;Moins de 30 ans;2002;700;Roadster;False
Homme;4;39;50-59 ans;2010;500;Roadster;False
Homme;1;10;40-49 ans;2017;500;Roadster;True
Homme;1;95;50-59 ans;2006;850;Custom;False
Homme;1;91;30-39 ans;2015;750;Sportive;False
Homme;2;60;50-59 ans;2012;650;Trail / Supermotard;False
Homme;1;42;40-49 ans;2016;1200;Roadster;False
Homme;10;21;30-39 ans;2017;1200;Trail / Supermotard;False
Homme;1;21;40-49 ans;2013;700;Trail / Supermotard;False
Femme;1;26;60-69 ans;2004;125;Roadster;False
Homme;2;6;40-49 ans;2004;650;Roadster;False
Homme;2;37;50-59 ans;2000;750;Trail / Supermotard;False
Homme;3;93;70 et plus;2013;600;Trail / Supermotard;False
Homme;2;88;30-39 ans;2018;600;Roadster;True
Homme;1;69;40-49 ans;2005;750;Roadster;False
Homme;1;88;60-69 ans;1992;800;Trail / Supermotard;False
Homme;1;85;60-69 ans;2011;650;Sportive;True
Homme;2;83;Moins de 30 ans;2011;999;Roadster;False
Homme;2;40;Moins de 30 ans;2011;850;Routière / GT;False
Homme;1;31;40-49 ans;2015;1000;Routière / GT;True
Homme;1;92;40-49 ans;2018;750;Trail / Supermotard;False
Homme;1;33;40-49 ans;2006;250;Sportive;False
Homme;1;54;60-69 ans;2006;500;Roadster;False
Homme;3;33;50-59 ans;2001;850;Roadster;False
Homme;2;13;50-59 ans;1992;125;Routière / GT;False
Homme;2;37;50-59 ans;2013;800;Routière / GT;False
Homme;1;38;50-59 ans;1999;1800;Roadster;False
Homme;2;13;60-69 ans;2006;650;Scooter;False
Homme;1;60;30-39 ans;1991;1100;Roadster;False
Homme;2;4;50-59 ans;2001;900;Sportive;False
Homme;2;91;60-69 ans;2012;1800;Roadster;False
Homme;2;66;50-59 ans;1995;650;Roadster;False
Homme;1;91;60-69 ans;2002;125;Routière / GT;True
Homme;1;92;40-49 ans;2019;1200;Sportive;False
Homme;2;94;60-69 ans;2013;1000;Roadster;False
Homme;3;13;60-69 ans;2010;1200;Roadster;False
Homme;1;94;40-49 ans;2006;1200;Roadster;False
Homme;2;74;40-49 ans;2013;500;Custom;False
Homme;1;60;40-49 ans;2009;700;Trail / Supermotard;True
Homme;3;38;40-49 ans;2003;1100;Routière / GT;False
Homme;2;34;60-69 ans;2008;1000;Roadster;True
Homme;1;39;50-59 ans;1974;850;Trail / Supermotard;False
Homme;1;28;40-49 ans;2004;900;Sportive;False
Homme;2;91;40-49 ans;2010;1000;Trail / Supermotard;False
Homme;2;74;40-49 ans;1996;900;Trail / Supermotard;False
Homme;3;57;40-49 ans;2000;1300;Routière / GT;False
Homme;1;26;50-59 ans;2018;1000;Trail / Supermotard;False
Femme;1;69;50-59 ans;2016;944;Roadster;False
Homme;2;30;50-59 ans;1998;1300;Routière / GT;False
Homme;1;6;Moins de 30 ans;2009;700;Trail / Supermotard;True
Homme;1;72;60-69 ans;2013;650;Roadster;False
Homme;1;92;50-59 ans;2019;1000;Roadster;False
Homme;1;31;50-59 ans;2014;1200;Routière / GT;False
Homme;1;33;40-49 ans;2010;400;Routière / GT;False
Homme;1;73;60-69 ans;2016;1800;Roadster;False
Homme;1;1;40-49 ans;2005;1200;Roadster;True
Homme;1;59;50-59 ans;2009;1000;Routière / GT;False
Homme;1;73;40-49 ans;2018;600;Roadster;True
Homme;1;6;50-59 ans;2016;900;Custom;False
Homme;1;34;60-69 ans;2008;125;Trail / Supermotard;False
Homme;2;77;60-69 ans;2017;900;Roadster;False
Homme;2;71;50-59 ans;2013;750;Scooter;False
Homme;1;74;30-39 ans;1995;600;Routière / GT;False
Homme;1;35;30-39 ans;2009;1100;Scooter;False
Homme;1;69;30-39 ans;2004;125;Roadster;False
Homme;1;39;40-49 ans;2004;750;Roadster;False
Homme;1;26;60-69 ans;1994;1100;Routière / GT;False
Homme;3;83;40-49 ans;2004;750;Routière / GT;True
Homme;1;27;50-59 ans;1999;1200;Trail / Supermotard;False
Homme;1;83;50-59 ans;1996;1400;Routière / GT;False
Homme;1;91;50-59 ans;2010;1200;Sportive;False
Homme;11;69;50-59 ans;1998;1600;Custom;False
Homme;1;31;60-69 ans;2005;1200;Trail / Supermotard;False
Homme;2;41;50-59 ans;2005;1200;Roadster;False
Homme;3;69;60-69 ans;1976;1200;Trail / Supermotard;True
Homme;1;31;30-39 ans;1999;500;Scooter;False
Homme;1;22;60-69 ans;2007;1150;Sportive;False
Homme;3;38;50-59 ans;2019;700;Trail / Supermotard;False
Homme;2;13;40-49 ans;2019;125;Routière / GT;False
Homme;1;93;50-59 ans;2008;125;Roadster;False
Homme;3;13;60-69 ans;2018;1800;Sportive;False
Homme;1;85;40-49 ans;2011;600;Roadster;False
Homme;1;83;40-49 ans;2003;1200;Roadster;False
Homme;2;31;Moins de 30 ans;2002;125;Roadster;False
Homme;1;42;50-59 ans;1986;1150;Roadster;False
Homme;1;92;60-69 ans;2018;1250;Trail / Supermotard;False
Homme;2;17;30-39 ans;2013;900;Routière / GT;False
Homme;4;33;70 et plus;2007;1200;Sportive;False
Homme;1;51;50-59 ans;2005;1100;Routière / GT;False
Homme;1;42;30-39 ans;2016;1200;Routière / GT;False
Homme;1;92;40-49 ans;1999;1050;Roadster;False
Homme;2;56;60-69 ans;1996;1200;Routière / GT;False
Homme;4;35;50-59 ans;2012;1800;Roadster;True
Homme;1;33;50-59 ans;2002;1000;Sportive;False
Homme;1;59;60-69 ans;2006;300;Roadster;False
Homme;1;75;50-59 ans;2016;700;Sportive;False
Homme;4;59;60-69 ans;2012;1200;Roadster;True
Homme;4;33;50-59 ans;2007;1000;Roadster;False
Homme;1;88;50-59 ans;2015;125;Sportive;False
Homme;1;6;60-69 ans;1990;1000;Routière / GT;False
Homme;7;66;60-69 ans;2019;1150;Trail / Supermotard;True
Homme;2;34;50-59 ans;2006;650;Trail / Supermotard;False
Femme;1;92;50-59 ans;2019;250;Roadster;False
Homme;1;30;40-49 ans;2018;1200;Trail / Supermotard;False
Homme;2;44;Moins de 30 ans;2010;675;Roadster;False
Homme;2;26;50-59 ans;2010;650;Routière / GT;False
Homme;2;79;50-59 ans;2017;600;Sportive;False
Homme;3;63;40-49 ans;1999;1600;Routière / GT;False
Homme;3;33;60-69 ans;2002;1800;Roadster;True
Homme;3;95;Moins de 30 ans;2010;650;Roadster;False
Homme;2;81;50-59 ans;2006;800;Trail / Supermotard;False
Homme;1;78;50-59 ans;2017;1600;Routière / GT;False
Homme;2;95;40-49 ans;2000;1200;Routière / GT;False
Homme;2;83;30-39 ans;2006;1250;Roadster;False
Homme;2;62;40-49 ans;2004;675;Roadster;False
Homme;1;76;60-69 ans;2015;1000;Roadster;False
Homme;5;34;Moins de 30 ans;2019;1200;Roadster;False
